club,last_name,first_name,position,base_salary,guaranteed_compensation
Seattle Sounders FC,Cecchini,Emanuel,M,648000.0,789000.0
Houston Dynamo,Ceren,Darwin,M,300000.0,349375.0
FC Dallas,Cerrillo,Edwin,M,70250.04,100250.04
Minnesota United,Chacon,Thomas,M,324999.96,336999.96
New York CityFC,Chanot,Maxime,D,650000.04,650000.04
Toronto FC,Chapman,Jay,M,120000.0,138500.0
Portland Timbers,Chara,Diego,M,550000.08,568750.08
Vancouver Whitecaps,Chirinos,Michaell,M,360000.0,396875.0
Montreal Impact,Choiniere,Mathieu,M,80000.04,86390.04
Toronto FC,Ciman,Laurent,D,399999.96,435624.96
Columbus Crew,Clark,Ricardo,M,159999.96,159999.96
Portland Timbers,Clark,Steve,G,140000.04,140000.04
Chicago Fire,Cleveland,Stefan,G,70250.04,70250.04
Chicago Fire,Collier,Elliot,F,57225.0,57225.0
Philadelphia Union,Collin,Aurelien,D,175000.08,175000.08
FC Dallas,Colman,Cristian,F,500000.04,585000.04
Orlando City SC,Colman,Josue,F,450000.0,450000.0
Vancouver Whitecaps,Colyn,Simon,F,56250.0,81250.0
Portland Timbers,Conechny,Tomas,F,396000.0,396000.0
Vancouver Whitecaps,Cornelius,Derek,D,99999.96,111912.46
LA Galaxy,Corona,Joe,M,549999.96,578499.96
Montreal Impact,Corrales,Jorge,D,70875.0,70875.0
San Jose Earthquakes,Cowell,Cade,F,57225.0,67225.0
Philadelphia Union,Creavalle,Warren,M,162000.0,175300.0
Vancouver Whitecaps,Crepeau,Maxime,G,90000.0,94083.33
Columbus Crew,Crognale,Alex,D,104504.4,104504.4
Major League Soccer,Cronin,Sam,M,330000.0,396990.33
New England Revolution,Cropper,Cody,G,77519.52,77519.52
FC Cincinnati,Cruz,Allan,M,300000.0,333125.0
LA Galaxy,Cuello,Emil,F,70250.04,70250.04
San Jose Earthquakes,Cummings,Harold,D,270000.0,320666.67
FC Cincinnati,Dally,Rashawn,F,56250.0,59658.75
Toronto FC,Daniels,Aidan,F,57225.0,57225.0
Minnesota United,Danladi,Abu,F,145000.08,180000.08
New York Red Bulls,Davis,Sean,M,300000.0,327500.0
Orlando City SC,De John,Alex,D,135000.0,146614.17
Philadelphia Union,De Vries,Jack,F,90000.0,120556.25
Major League Soccer,Del Grecco,Nicolas,D,120000.0,121125.0
Houston Dynamo,DeLaGarza,AJ,D,249999.96,253749.96
Seattle Sounders FC,Delem,Jordy,M,70875.0,70875.0
Toronto FC,DeLeon,Nick,M,159528.0,175269.67
Toronto FC,Delgado,"Marco ""Marky""",M,252999.96,252999.96
FC Cincinnati,Deplagne,Mathieu,D,240000.0,254400.0
Houston Dynamo,Deric,Tyler,G,159999.96,167499.96
Seattle Sounders FC,Dhillon,Justin,F,70250.04,70250.04
Columbus Crew,Diaz,Luis,M,300000.0,333900.0
Sporting KansasCity,Dick,Eric,G,70250.04,73699.58
Portland Timbers,Dielna,Claude,D,560000.04,600000.04
LAFC,Diomande,Adama,F,849999.96,934999.96
Montreal Impact,Diop,Clement,G,94500.0,98190.0
Vancouver Whitecaps,Dominguez,Jon Erice,M,654545.52,752363.7
Toronto FC,Dorsey,Griffin,F,90000.0,134000.0
LA Galaxy,dos Santos,Jonathan,M,2000000.04,2000000.04
Minnesota United,Dotson,Hassani,M,56250.0,56250.0
Sporting KansasCity,Duke,Cameron,M,56250.0,69250.0
New York Red Bulls,Duncan,Kyle,D,70250.04,70250.04
Toronto FC,Dunn,Julian,D,57225.0,57225.0
DC United,Durkin,Chris,M,95000.04,104375.04
Orlando City SC,Dwyer,Dom,F,1320000.0,1503333.33
Portland Timbers,Ebobisse,Jeremy,F,174999.96,237999.96
Chicago Fire,Edwards,Raheem,M,70250.04,70250.04
DC United,Edwards,Earl,G,70250.04,73583.37
LAFC,Ejimadu,Philip,G,56250.0,56250.0
LAFC,El-Mounir,Mohammed,D,185000.04,207666.71
Houston Dynamo,Elis,Alberth,F,650340.0,650340.0
Philadelphia Union,Elliott,Jack,D,250000.08,265000.08
Toronto FC,Endoh,Tsubasa,F,70250.04,75583.37
New York Red Bulls,Epps,Marcus,F,70250.04,74541.71
San Jose Earthquakes,Eriksson,Magnus,F,450000.0,450000.0
Atlanta United,Escobar,Franco,D,300000.0,300000.0
San Jose Earthquakes,Espinoza,Cristian,F,500000.04,550000.04
Sporting KansasCity,Espinoza,Roger,M,800000.04,800000.04
FC Cincinnati,Etienne,Derrick,F,77062.56,82062.56
Philadelphia Union,Fabian,Marco,F,2000727.24,2274087.24
New England Revolution,Fagundez,Diego,F,185000.04,205000.04
Montreal Impact,Fanni,Rod,D,299250.0,299250.0
Portland Timbers,Farfan,Marco,D,80250.0,80250.0
New England Revolution,Farrell,Andrew,D,209229.96,344229.96
Sporting KansasCity,Feilhaber,Benny,M,413400.0,463400.0
San Jose Earthquakes,Felipe,Luis,M,70875.0,71625.0
LA Galaxy,Feltscher,Rolf,D,218000.04,242650.04
Sporting KansasCity,Fernandes,Gerso,F,550008.0,550008.0
New York Red Bulls,Fernandez,Omir,F,80000.04,95000.04
Portland Timbers,Fernandez,Brian,F,1200000.0,1275800.0
Chicago Fire,Ferreira,Marcelo,D,774999.96,797499.96
FC Dallas,Ferreira,Jesus,F,70250.04,70250.04
San Jose Earthquakes,Fierro,Carlos,F,660000.0,718800.0
Houston Dynamo,Figueroa,Maynor,D,70250.04,70250.04
Minnesota United,Finlay,Ethan,F,400008.0,400008.0
New England Revolution,Firmino,Nicolas,M,70250.04,73916.71
DC United,Fisher,Oniel,D,70250.04,74916.71
Portland Timbers,Flores,Andres,F,70250.04,70250.04
Philadelphia Union,Fontana,Anthony,F,70260.0,78677.6
Sporting KansasCity,Fontas,Andreu,D,1050000.0,1050000.0
Colorado Rapids,Ford,Kortne,D,92496.0,92496.0
Columbus Crew,Francis,Waylon,D,160000.08,199166.75
Chicago Fire,Frankowski,Przemyslaw,F,450000.0,661687.5
Toronto FC,Fraser,Liam,M,70875.0,75875.0
Sporting KansasCity,Freeman,Tyler,F,70249.92,82749.92
Philadelphia Union,Freese,Matt,G,70000.08,77650.08
Seattle Sounders FC,Frei,Stefan,G,325000.08,337500.08
Houston Dynamo,Fuenmayor,Alejandro,D,145008.0,172508.0
San Jose Earthquakes,Fuentes,Gilbert,M,80000.04,92000.04
PhiladelphiaUnion,Gaddis,Raymon,D,190000.08,190000.08
Chicago Fire,Gaitan,Nicolas,F,1400004.0,2197504.0
Atlanta United,Gallagher,Jon,F,70250.04,70250.04
Toronto FC,Gallardo,Erickson,M,275004.0,306916.6
Houston Dynamo,Garcia,Oscar Boniek,M,168000.0,183000.0
Houston Dynamo,Garcia,Kevin,D,72360.84,72360.84
FC Cincinnati,Garza,Greg,D,270000.0,270000.0
Major League Soccer,Gashi,Shkelzen,F,1575000.0,1668750.0
Minnesota United,Gasper,Chase,D,56250.0,56250.0
FC Cincinnati,Gdula,Logan,D,56250.0,59575.0
New EnglandRevolution,Gil,Carles,F,2100000.0,2337500.0
Vancouver Whitecaps,Giro,"Victor ""PC""",M,105000.0,110312.5
Real Salt Lake,Glad,Justen,D,345000.0,366700.0
San Jose Earthquakes,Godoy,Anibal,M,450000.0,498125.0
Vancouver Whitecaps,Godoy,Erik,D,381818.16,449318.16
FC Dallas,Gonzalez,Jesse,G,217500.0,231500.0
Toronto FC,Gonzalez,Omar,D,918000.0,1193935.5
LA Galaxy,Gonzalez,Giancarlo,D,650000.04,719583.37
Atlanta United,Gonzalez Pirez,Leandro,D,775008.0,810008.0
Atlanta United,Goslin,Chris,F,90000.0,90000.0
Minnesota United,Gregus,Jan,M,750000.0,883500.0
Atlanta United,Gressel,Julian,M,114249.96,132999.96
Orlando CitySC,Grinwis,Adam,G,70875.0,70875.0
LAFC,Guido,Alejandro,M,120000.0,120000.0
Sporting Kansas City,Gutierrez,Felipe,M,1599999.96,1649999.96
Chicago Fire,Gutjahr,Jeremiah,M,56250.0,56250.0
FC Cincinnati,Gutman,Andrew,D,99999.96,99999.96
Atlanta United,Guzan,Brad,G,680004.0,740004.0
Columbus Crew,Guzman,David,M,320000.04,340000.04
FC Cincinnati,Gyau,Joe,M,148200.0,168640.0
New York City FC,Haak,Justin,M,56250.0,56250.0
FC Cincinnati,Hagglund,Nick,D,137504.4,147129.4
FC Cincinnati,Hague,Jimmy,G,56250.0,56250.0
Houston Dynamo,Hairston,Marlon,F,155004.0,155004.0
San Jose Earthquakes,Haji,Siad,M,75000.0,104000.0
DC United,Hamid,Bill,G,461820.0,487495.0
Columbus Crew,Hamilton,Jordan,F,124992.0,137658.67
Houston Dynamo,Hansen,Niko,F,71662.56,79162.56
LAFC,Harvey,Jordan,D,165000.0,165000.0
Vancouver Whitecaps,Hasal,Thomas,G,56250.0,66250.0
Sporting Kansas City,Hasler,Nicolas,M,168000.0,183666.67
FC Dallas,Hayes,Jacori,M,71662.56,79162.56
FC Dallas,Hedges,Matt,D,550008.0,575008.0
Vancouver Whitecaps,Henry,Doneil,D,190008.0,204241.71
Chicago Fire,Herbers,Fabian,F,135000.0,135000.0
New EnglandRevolution,Herivaux,Zachary,M,72351.6,87351.6
Atlanta United,Hernandez,Jose Rafael,D,140004.0,140004.0
FC Dallas,Hernandez,Moises,D,90000.0,90000.0
Sporting Kansas City,Hernandez,Felipe,M,56250.0,56250.0
Real Salt Lake,Herrera,Aaron,D,86000.04,86000.04
Columbus Crew,Higuain,Federico,F,1100000.04,1100000.04
Orlando CitySC,Higuita,Cristian,M,474996.0,611662.67
LA Galaxy,Hilliard-Arce,Tomas,D,99999.96,123124.96
San Jose Earthquakes,Hoesen,Danny,F,500000.04,549666.71
FC Dallas,Hollingshead,Ryan,M,174999.96,174999.96
Real Salt Lake,Holt,Erik,D,70250.04,70250.04
Real Salt Lake,Horwath,Alex,G,95000.04,100862.54
Colorado Rapids,Howard,Tim,G,2000000.04,2475000.04
FC Cincinnati,Hoyte,Justin,D,70250.04,70250.04
Colorado Rapids,Hundley,Matt,F,65000.04,99000.04
Sporting Kansas City,Hurtado,Erik,F,174999.96,181249.96
Atlanta United,Hyndman,Emerson,M,360000.0,360000.0
Minnesota United,Ibarra,Romario,F,500000.04,546250.04
Minnesota United,Ibarra,Miguel,M,309996.0,342318.0
New York City FC,Ibeagha,Sebastien,D,74250.0,74250.0
LA Galaxy,Ibrahimovic,Zlatan,F,7200000.0,7200000.0
PhiladelphiaUnion,Ilsinho,,M,330000.0,357000.0
Vancouver Whitecaps,In-Beom,Hwang,M,600000.0,655000.0
Colorado Rapids,Irwin,Clint,G,126000.0,138707.24
Portland Timbers,Ivacic,Aljaz,G,150000.0,160000.0
Major League Soccer,Ivan,Andreas,F,264000.0,330600.0
Colorado Rapids,Jackson,Niki,F,57225.0,57225.0
Montreal Impact,Jackson-Hamel,Anthony,F,160000.08,175000.08
Portland Timbers,Jadama,Modou,D,70250.04,70250.04
LAFC,Jakovic,Dejan,D,150000.0,153750.0
LA Galaxy,Jamieson,Bradford,F,76403.28,76403.28
Orlando CitySC,Jansson,Robin,D,261000.0,289800.0
DC United,Jara,Leonardo,D,500000.04,560000.04
Columbus Crew,Jimenez,Hector,M,200000.04,200000.04
New York CityFC,Johnson,Sean,G,399999.96,399999.96
Orlando City SC,Johnson,Will,M,455004.0,491004.0
Real Salt Lake,Johnson,Sam,F,650000.04,767500.04
New EnglandRevolution,Jones,DeJuan,F,56250.0,56250.0
Philadelphia Union,Jones,Derrick,M,75000.0,80900.0
Seattle Sounders FC,Jones,Joevin,M,482004.0,528670.67
New York RedBulls,Jorgensen,Mathias,F,275000.04,306250.04
San Jose Earthquakes,Judson,,M,300000.0,305000.0
San Jose Earthquakes,Jungwirth,Florian,M,550008.0,616675.07
LA Galaxy,Juninho,,M,150000.0,163125.0
Houston Dynamo,Junqua,Sam,D,56250.0,56250.0
New York RedBulls,Kaku,,F,799999.92,799999.92
Minnesota United,Kallman,Brent,D,118000.08,151531.33
Colorado Rapids,Kamara,Kei,F,750000.0,750000.0
DC United,Kamara,Ola,F,240000.0,260000.0
Atlanta United,Kann,Alec,G,100008.0,100008.0
Chicago Fire,Kappelhof,Johan,D,549999.96,577833.29
San Jose Earthquakes,Kashia,Guram,D,590000.04,590000.04
Chicago Fire,Katai,Aleksandar,F,1260000.0,1380333.33
LAFC,Kaye,Mark-Anthony,M,166248.0,177810.5
Seattle Sounders FC,Kee-Hee,Kim,D,640000.08,772000.08
Columbus Crew,Keita,Aboubacar,D,90000.0,110000.0
Columbus Crew,Kempin,Jonathan,G,71664.0,71664.0
Vancouver Whitecaps,Khmiri,Jasser,D,180000.0,180000.0
Montreal Impact,Kinumbe,Daniel,D,56250.0,60165.63
LA Galaxy,Kitchen,Perry,M,450000.0,474166.67
Orlando City SC,Kljestan,Sacha,F,1025000.04,1100000.04
New EnglandRevolution,Knighton,Brad,G,111253.32,116253.32
New York RedBulls,Koffi,Jean-Christophe,M,70250.04,76031.29
Atlanta United,Kratz,Kevin,M,210000.0,222750.0
Real Salt Lake,Kreilach,Damir,M,968768.64,1082101.97
Montreal Impact,Krkic,Bojan,F,1232876.64,1532448.56
Montreal Impact,Krolicki,Ken,F,59950.08,59950.08
Chicago Fire,Kronholm,Kenneth,G,87996.0,150996.0
Atlanta United,Kunga,Lagos,F,70250.04,73250.04
Sporting Kansas City,Kuzain,Wan,M,70875.0,70875.0
New York RedBulls,Lade,Connor,D,126000.0,132749.85
FC Cincinnati,Lamah,Roland,F,750000.0,806250.0
LA Galaxy,Lampson,Matt,G,70250.04,70250.04
Nashville SC,Lancaster,Cameron,F,70250.04,78065.67
Portland Timbers,Langsdorf,Foster,F,57225.0,57225.0
Montreal Impact,Lappalainen,Lassi,F,302574.0,302574.0
Atlanta United,Larentowicz,Jeff,M,210000.0,210000.0
Toronto FC,Laryea,Richie,M,56250.0,56250.0
FC Cincinnati,Lasso,Forrest,D,70250.04,77583.37
New York RedBulls,Lawrence,Kemar,D,339999.96,382749.96
FC Cincinnati,Ledesma,Emmanuel,F,249999.96,280833.29
Seattle Sounders FC,Leerdam,Kelvin,D,549999.96,599999.96
Real Salt Lake,Lennon,Brooks,D,230004.0,242587.33
Vancouver Whitecaps,Levis,Brett,M,71662.56,74162.56
Colorado Rapids,Lewis,Jonathan,F,100000.08,137500.08
Seattle Sounders FC,Leyva,Danny,M,56250.0,89872.25
Chicago Fire,Lillard,Grant,D,95000.04,97500.04
San Jose Earthquakes,Lima,Nick,D,200000.04,218437.54
Orlando City SC,Lindley,Cam,M,90000.0,98906.25
Sporting Kansas City,Lindsey,Jaylin,D,75000.0,88000.0
LA Galaxy,Lletget,Sebastian,M,300000.0,312666.67
Minnesota United,Lod,Robin,M,849996.0,952496.0
Seattle Sounders FC,Lodeiro,Nicolas,F,2000000.04,2502500.04
New York RedBulls,Long,Aaron,D,770000.04,800000.04
San Jose Earthquakes,Lopez,Marcos,D,279999.96,387749.96
Portland Timbers,Loría,Marvin,F,56250.0,56250.0
New York RedBulls,Louro,Evan,G,70250.04,70250.04
Montreal Impact,Lovitz,Daniel,D,97453.08,97453.08
Real Salt Lake,Luiz,Everton,M,1000000.08,1100000.08
Columbus Crew,Lundgaard,Ben,G,57225.0,57225.0
Houston Dynamo,Lundkvist,Adam,D,274999.92,303749.92
FC Cincinnati,Lundt,Ben,G,56250.0,59658.75
Major LeagueSoccer,Lyon,Charlie,G,70250.04,70250.04
Portland Timbers,Mabiala,Larrys,D,750000.0,793333.33
New York CityFC,Mackay-Steven,Gary,F,260000.04,274833.37
Vancouver Whitecaps,MacMath,Zac,G,189999.96,189999.96
Columbus Crew,Maloney,Connor,D,70250.04,70250.04
New EnglandRevolution,Mancienne,Michael,D,881676.0,995676.0
Minnesota United,Manley,Carter,D,57225.0,57225.0
FC Cincinnati,Manneh,Kekuta,F,375000.0,391666.67
Minnesota United,Mannone,Vito,G,540000.0,594000.0
Houston Dynamo,Manotas,Mauro,F,1100049.96,1245049.96
San Jose Earthquakes,Marcinkowski,JT,G,135000.0,147000.0
San Jose Earthquakes,Marie,Paul,M,57225.0,57225.0
Major LeagueSoccer,Marshall,Chad,D,360000.0,401250.0
Minnesota United,Martin,Collin,F,105000.0,105000.0
Atlanta United,Martinez,Josef,F,3000000.0,3058333.33
Atlanta United,Martinez,Pity,F,900000.0,900000.0
Chicago Fire,Martinez,Cristian,M,80000.04,88406.71
Houston Dynamo,Martinez,Tomas,F,335004.0,517929.0
Real Salt Lake,Martinez,Doug,F,56250.0,56250.0
DC United,Martins,Felipe,M,500000.04,500000.04
Sporting Kansas City,Martins,Luis,D,240000.0,240000.0
New York CityFC,Matarrita,Ronald,D,300000.0,420000.0
FC Cincinnati,Mattocks,Darren,F,519999.96,519999.96
FC Dallas,Maurer,Jimmy,G,125000.04,127500.04
Toronto FC,Mavinga,Chris,D,600000.0,663333.33
Philadelphia Union,Mbaizo,Olivier,D,70875.0,70875.0
FC Cincinnati,McCabe,Tommy,M,56250.0,56250.0
Chicago Fire,McCarty,Dax,M,700000.08,700000.08
Houston Dynamo,McCue,Erik,D,56250.0,76250.0
Vancouver Whitecaps,McDonough,Brendan,D,56250.0,56250.0
Portland Timbers,McIntosh,Kendall,G,70250.04,70250.04
Philadelphia Union,McKenzie,Mark,D,72225.0,82225.0
FC Cincinnati,McLaughlin,Jimmy,M,70250.04,70250.04
Houston Dynamo,McNamara,Thomas,F,165000.0,165000.0
New York RedBulls,Meara,Ryan,G,132000.0,137000.0
New York CityFC,Medina,Jesus,F,750000.0,870833.33
Sporting Kansas City,Medranda,Jimmy,M,155004.0,155004.0
Philadelphia Union,Medunjanin,Haris,M,550008.0,595008.0
Montreal Impact,Meilleure-Giguere,Thomas,D,57120.0,60245.0
Sporting Kansas City,Melia,Tim,G,325008.0,341674.67
Vancouver Whitecaps,Melvin,Sean,G,70250.04,70250.04
Orlando City SC,Méndez,Jhegson Sebastián,M,450000.0,486750.0
Columbus Crew,Mensah,Jonathan,D,800004.0,894004.0
Atlanta United,Meram,Justin,F,650004.0,678754.0
Seattle Sounders FC,Meredith,Bryan,G,70875.0,70875.0
Minnesota United,Metanire,Romain,D,305000.04,411833.37
Colorado Rapids,Mezquida,Nicolas,F,320000.04,320000.04
Orlando City SC,Michel,Benji,F,84999.96,116249.96
Chicago Fire,Mihailovic,Djordje,F,111000.0,114600.0
LAFC,Miller,Tyler,G,77565.0,77565.0
New York CityFC,Miller,Eric,D,108549.96,124424.96
Orlando City SC,Miller,Kamal,D,56250.0,56250.0
New York RedBulls,Mines,Ben,F,57229.2,63243.2
New York CityFC,Mitrita,Alexandru,F,500000.04,500000.04
New EnglandRevolution,Mlinar Delamea,Antonio,D,425004.0,425004.0
New York CityFC,Mohamed,Abdi,D,56250.0,56250.0
Minnesota United,Moimbe,Wilfried,D,252000.0,274275.0
Columbus Crew,Mokhtar,Youness,F,459996.0,533845.0
Minnesota United,Molino,Kevin,F,500004.0,546254.0
Philadelphia Union,Monteiro,Jamiro,M,618000.0,671200.0
Vancouver Whitecaps,Montero,Fredy,F,768000.0,968000.0
FC Dallas,Montgomery,Callum,D,70250.04,70250.04
Toronto FC,Moor,Drew,D,375000.0,375000.0
Atlanta United,Moore,Brendan,G,70250.04,70250.04
DC United,Mora,Joseph,D,150000.0,164250.0
New York CityFC,Moralez,Maxi,F,2000000.04,2000000.04
Portland Timbers,Moreira,Jorge,D,545454.6,607954.6
Chicago Fire,Moreno,Amando,F,70250.04,72750.04
DC United,Moreno,Junior,M,140000.04,159500.04
Toronto FC,Morgan,Ashtone,D,132000.0,133500.0
