club,last_name,first_name,position,base_salary,guaranteed_compensation
Colorado Rapids,Lewis,Jonathan,F,410000.0,435000.0
Colorado Rapids,Rosenberry,Keegan,D,400000.0,400000.0
Colorado Rapids,Cabral,Kévin,F,1800000.0,1800000.0
Colorado Rapids,Abubakar,Lalas,D,665000.0,702125.0
Colorado Rapids,Ilić,Marko,G,350000.0,382489.0
Colorado Rapids,Alves da Silva,Max,M,232000.0,313360.0
Colorado Rapids,Barrios,Michael,F,650000.0,680000.0
Colorado Rapids,Edwards,Michael,D,125000.0,125000.0
Colorado Rapids,Bombito,Moïse,D,67360.0,85572.0
Colorado Rapids,Larraz,Oliver,M,85444.0,85444.0
Colorado Rapids,Priso-Mbongue,Ralph,D,89716.0,89716.0
Colorado Rapids,Nicholson,Sam,M,325000.0,360313.0
Colorado Rapids,Anderson,Sebastian,D,120000.0,121667.0
Colorado Rapids,Beitashour,Steven,D,150000.0,172500.0
Colorado Rapids,Yarbrough,William,G,400000.0,475000.0
Columbus Crew,Morris,Aidan,M,200000.0,202000.0
Columbus Crew,Matan,Alexandru,F,450000.0,483250.0
Columbus Crew,Scott,Brady,G,88200.0,88200.0
Columbus Crew,Ramirez,Christian,F,400000.0,445833.0
Columbus Crew,Hernández,Cucho,F,2600000.0,2886000.0
Columbus Crew,Nagbe,Darlington,M,1800000.0,1800000.0
Columbus Crew,Room,Eloy,G,815000.0,898000.0
Columbus Crew,Bush,Evan,G,88200.0,88200.0
Columbus Crew,Parente,Isaiah,M,85444.0,89444.0
Columbus Crew,Russell-Rowe,Jacen,F,67360.0,74749.0
Columbus Crew,Morris,Jake,D,85444.0,85444.0
Columbus Crew,Medranda,Jimmy,D,300000.0,331250.0
Columbus Crew,Williams,Josh,D,325000.0,325000.0
Columbus Crew,Hughes,Keegan,D,85444.0,85444.0
Columbus Crew,Molino,Kevin,F,735367.0,735367.0
Columbus Crew,Zelarayán,Lucas,M,3200000.0,3800000.0
Columbus Crew,Díaz,Luis,M,500000.0,533900.0
Columbus Crew,Amundsen,Malte,D,300000.0,338700.0
Columbus Crew,Arfsten,Max,F,67360.0,69205.0
Columbus Crew,Degenek,Milos,D,725000.0,823500.0
Columbus Crew,Farsi,Mohamed,D,67360.0,74735.0
Columbus Crew,Schulte,Patrick,G,88200.0,103178.0
Columbus Crew,Quinton,Philip,D,67360.0,67360.0
Columbus Crew,Zawadzki,Sean,M,88200.0,93200.0
Columbus Crew,Moreira,Steven,D,700000.0,782708.0
Columbus Crew,Sands,Will,D,85444.0,91694.0
Columbus Crew,Yeboah,Yaw,F,600000.0,663750.0
DC United,Bono,Alex,G,85444.0,105444.0
DC United,Nájar,Andy,D,450000.0,450000.0
DC United,Hines-Ike,Brendan,D,425000.0,467917.0
DC United,Durkin,Chris,D,425000.0,481250.0
DC United,Benteke,Christian,F,4250000.0,4432778.0
DC United,Dájome,Cristian,F,900000.0,965625.0
DC United,Williams,Derrick,D,800000.0,871458.0
DC United,Pines,Donovan,D,200000.0,202000.0
DC United,Samaké,Gaoussou,D,85444.0,85444.0
DC United,Sargis,Hayden,D,85444.0,85444.0
DC United,Hopkins,Jackson,F,85444.0,85730.0
DC United,Greene,Jacob,D,89716.0,92716.0
DC United,Garay,Jeremy,D,67360.0,71410.0
DC United,Fletcher,Kristian,F,85444.0,104953.0
DC United,O'Brien,Lewis,M,360000.0,363000.0
DC United,Zamudio,Luis,G,85444.0,85444.0
DC United,Rodríguez,Martín,F,1000000.0,1266200.0
DC United,Akinmboni,Matai,D,67360.0,76860.0
DC United,Klich,Mateusz,M,1900000.0,2093588.0
DC United,Jeahze,Mohanad,D,660000.0,660000.0
DC United,Robertha,Nigel,F,550000.0,622542.0
DC United,Santos,Pedro,F,350000.0,390000.0
DC United,Morrison,Ravel,M,850000.0,922844.0
DC United,Gregório Teixeira,Ruan,D,400000.0,400000.0
DC United,Canouse,Russell,M,575000.0,575000.0
DC United,Birnbaum,Steve,D,815000.0,815000.0
DC United,Fountas,Taxiarchis,F,1700000.0,1741000.0
DC United,Ku-DiPietro,Theodore,M,85444.0,85444.0
DC United,Miller,Tyler,G,400000.0,425000.0
DC United,Pálsson,Victor,D,875000.0,892500.0
DC United,Asad,Yamil,F,100000.0,100000.0
FC Cincinnati,Kann,Alec,G,200000.0,220833.0
FC Cincinnati,Barreal,Álvaro,F,300000.0,519297.0
FC Cincinnati,Powell,Alvas,D,190000.0,207000.0
FC Cincinnati,Ordóñez,Arquímides,F,85444.0,88981.0
FC Cincinnati,Vazquez,Brandon,F,900000.0,1041000.0
FC Cincinnati,Souza da Silva,Brenner,F,1680000.0,2218600.0
FC Cincinnati,Badji,Dominique,F,550000.0,605000.0
FC Cincinnati,Louro,Evan,G,88200.0,88200.0
FC Cincinnati,Robledo,Harrison,D,85444.0,106336.0
FC Cincinnati,Murphy,Ian,D,72050.0,74300.0
FC Cincinnati,Foster,Isaiah,D,85444.0,89823.0
FC Cincinnati,Akpunonu,Joey,D,67360.0,69860.0
FC Cincinnati,Moreno,Júnior,D,349992.0,398741.0
FC Cincinnati,Acosta,Luciano,M,1943500.0,2166983.0
FC Cincinnati,Pinto,Malik,D,67360.0,67360.0
FC Cincinnati,Angulo,Marco,D,275000.0,323000.0
FC Cincinnati,Miazga,Matt,D,1500000.0,1500000.0
FC Cincinnati,Hagglund,Nick,D,175000.0,175000.0
FC Cincinnati,Nwobodo,Obinna,D,1155000.0,1289400.0
FC Cincinnati,Walters,Paul,G,67360.0,75327.0
FC Cincinnati,Gaddis,Raymon,D,300000.0,300000.0
FC Cincinnati,Celentano,Roman,G,100000.0,112500.0
FC Cincinnati,Arias,Santiago,D,550000.0,611354.0
FC Cincinnati,Santos,Sergio,F,700000.0,814375.0
FC Cincinnati,Jimenez,Stiven,D,67360.0,67360.0
FC Cincinnati,Mosquera,Yerson,D,600000.0,650000.0
FC Cincinnati,Kubo,Yuya,M,1091000.0,1206750.0
FC Dallas,Velasco,Alan,F,1200000.0,1401000.0
FC Dallas,Korca,Amet,D,85444.0,85444.0
FC Dallas,Carrera,Antonio,G,85444.0,104963.0
FC Dallas,Smith,Collin,D,130000.0,135000.0
FC Dallas,Sealy,Dante,F,250000.0,277301.0
FC Dallas,Cerrillo,Edwin,D,149500.0,164500.0
FC Dallas,Twumasi,Ema,D,320000.0,339300.0
FC Dallas,Quignón,Facundo,D,836000.0,890627.0
FC Dallas,de Jesus Rocha,Geovane,D,250000.0,297000.0
FC Dallas,Endeley,Herbert,D,67360.0,67360.0
FC Dallas,Parker,Isaiah,D,67360.0,77360.0
FC Dallas,Obrian,Jáder,F,382500.0,467100.0
FC Dallas,Ferreira,Jesús,F,1650000.0,1852000.0
FC Dallas,Jiménez,Jesús,F,1100000.0,1219927.0
FC Dallas,Maurer,Jimmy,G,300000.0,317938.0
FC Dallas,Mulato,José,F,85444.0,123627.0
FC Dallas,Martínez,José Antonio,D,700000.0,773000.0
FC Dallas,Che,Justin,D,125000.0,134209.0
FC Dallas,Paes,Maarten,G,300000.0,337500.0
FC Dallas,Farfán,Marco,D,425000.0,457813.0
FC Dallas,Burgess,Nkosi Tafari,D,240750.0,240750.0
FC Dallas,Norris,Nolan,D,67360.0,86002.0
FC Dallas,Arriola,Paul,F,1550000.0,1729400.0
FC Dallas,Pomykal,Paxton,M,800000.0,908000.0
FC Dallas,Junqua,Sam,D,85444.0,93777.0
FC Dallas,Lletget,Sebastian,M,975000.0,1066250.0
FC Dallas,Ibeagha,Sebastien,D,520000.0,583625.0
FC Dallas,Scott,Tarik,F,67360.0,83302.0
FC Dallas,Ntsabeleng,Tsiki,M,85444.0,85444.0
Houston Dynamo,Carrasquilla,Adalberto,M,500000.0,550224.0
Houston Dynamo,Bassi,Amine,M,550000.0,550000.0
Houston Dynamo,Tarbell,Andrew,G,250000.0,280000.0
Houston Dynamo,Avila,Beto,F,67360.0,67360.0
Houston Dynamo,Smith,Brad,D,375000.0,416875.0
Houston Dynamo,Raines,Brooklyn,D,85444.0,103507.0
Houston Dynamo,Auguste,Charles,M,67360.0,71110.0
Houston Dynamo,Gasper,Chase,D,400000.0,425000.0
Houston Dynamo,Baird,Corey,F,550000.0,581031.0
Houston Dynamo,Steres,Daniel,D,355000.0,402175.0
Houston Dynamo,Ríos,Daniel,M,85444.0,89886.0
Houston Dynamo,van der Kust,Djevencio,D,300000.0,330583.0
Houston Dynamo,Sviatchenko,Erik,D,410532.0,460532.0
Houston Dynamo,Bartlow,Ethan,D,125000.0,135000.0
Houston Dynamo,Escobar,Franco,D,475000.0,524167.0
Houston Dynamo,Dorsey,Griffin,D,150000.0,169000.0
Houston Dynamo,Herrera,Héctor,M,4750000.0,5246875.0
Houston Dynamo,Achara,Ifunanyachi,F,85444.0,85444.0
Houston Dynamo,Franco,Iván,F,335000.0,384250.0
Houston Dynamo,de Lima Júnior,José Artur,D,600000.0,651633.0
Houston Dynamo,Castilla,Juan,M,85444.0,89966.0
Houston Dynamo,Caicedo,Luis,D,110000.0,110000.0
Houston Dynamo,Vera,Matías,D,550000.0,622813.0
Houston Dynamo,dos Santos Silva,Micael,D,120000.0,134250.0
Houston Dynamo,Nelson,Michael,G,135000.0,149500.0
Houston Dynamo,Murana,Mujeeb,D,67360.0,67360.0
Houston Dynamo,Quiñónes,Nelson,F,216996.0,237890.0
Houston Dynamo,Ferreira,Sebastián,F,1760000.0,2130200.0
Houston Dynamo,Clark,Steve,G,560000.0,619281.0
Houston Dynamo,Schmitt,Tate,D,85444.0,85444.0
Houston Dynamo,Hadebe,Teenage,D,1122900.0,1288077.0
Houston Dynamo,Úlfarsson,Thor,M,85444.0,97643.0
Houston Dynamo,Valdez,Xavier,G,85444.0,95155.0
Inter Miami,Cremaschi,Benja,M,67360.0,69360.0
Inter Miami,McVey,Christopher,D,219996.0,244296.0
Inter Miami,dos Santos,CJ,G,67360.0,72660.0
Inter Miami,Jensen,Cole,G,67360.0,67360.0
Inter Miami,Jean,Corentin,F,720000.0,788400.0
Inter Miami,Yedlin,DeAndre,D,825000.0,873750.0
Inter Miami,Arroyo,Dixon,D,150000.0,297708.0
Inter Miami,Callender,Drake,G,300000.0,355917.0
Inter Miami,Azcona,Edison,F,89716.0,89716.0
Inter Miami,Rodríguez,Emerson,M,330000.0,365700.0
Inter Miami,Valencia,Felipe,F,85444.0,85444.0
Inter Miami,Negri,Franco,D,225000.0,317500.0
Inter Miami,de Magalhães da Silva,Gregore,D,725000.0,826000.0
Inter Miami,Neville,Harvey,D,67360.0,67360.0
Inter Miami,Fray,Ian,D,110000.0,110000.0
Inter Miami,LaCava,Jake,F,85444.0,85444.0
Inter Miami,Oliveira de Sousa,Jean Mota,M,750000.0,828750.0
Inter Miami,Martínez,Josef,F,4000000.0,4391667.0
Inter Miami,Miller,Kamal,D,375000.0,420000.0
Inter Miami,González Pírez,Leandro,D,935004.0,1095254.0
Inter Miami,Campana,Leonardo,F,550000.0,601680.0
Inter Miami,Marsman,Nick,G,474996.0,587184.0
Inter Miami,Stefanelli,Nicolás,F,400000.0,441667.0
Inter Miami,Allen,Noah,D,67360.0,69027.0
Inter Miami,Robinson,Robbie,F,200000.0,231000.0
Inter Miami,Taylor,Robert,F,276000.0,302900.0
Inter Miami,Pizarro,Rodolfo,M,3050000.0,3350000.0
Inter Miami,Sailor,Ryan,D,85444.0,85444.0
Inter Miami,Kryvtsov,Sergiy,D,555500.0,614500.0
Inter Miami,Borgelin,Shanyder,F,67360.0,69860.0
Inter Miami,Ulloa,Víctor,D,250000.0,250000.0
LA Galaxy,Saldaña,Adam,M,93989.0,93989.0
LA Galaxy,Mavinga,Chris,D,399996.0,452496.0
LA Galaxy,Aguirre,Daniel,M,85444.0,85444.0
LA Galaxy,Joveljic,Dejan,F,651250.0,651250.0
LA Galaxy,Costa,Douglas,F,3000000.0,4508333.0
LA Galaxy,Álvarez,Efraín,M,660000.0,766500.0
LA Galaxy,Zavaleta,Eriq,D,85444.0,85444.0
LA Galaxy,Brugman,Gastón,D,1200000.0,1409000.0
LA Galaxy,Vivi,Gino,F,67360.0,67360.0
LA Galaxy,Neal,Jalen,D,125000.0,138625.0
LA Galaxy,Hernández Balcázar,Javier,F,6000000.0,7443750.0
LA Galaxy,Bond,Jonathan,G,475000.0,525833.0
LA Galaxy,Pérez,Jonathan,F,250000.0,283000.0
LA Galaxy,Klinsmann,Jonathan,G,200004.0,200004.0
LA Galaxy,Aude,Julián,D,275000.0,492000.0
LA Galaxy,Leerdam,Kelvin,D,300000.0,335000.0
LA Galaxy,Calegari,Lucas Felipe,D,550000.0,611564.0
LA Galaxy,Ferkranus,Marcus,D,125000.0,138625.0
LA Galaxy,Delgado,Mark,M,750000.0,826250.0
LA Galaxy,Cáceres,Martín,D,500004.0,556671.0
LA Galaxy,Rodríguez,Memo,M,180000.0,210167.0
LA Galaxy,Micovic,Novak,G,67360.0,67360.0
LA Galaxy,Judd,Preston,F,67360.0,67360.0
LA Galaxy,Edwards,Raheem,D,315000.0,347500.0
LA Galaxy,Puig,Riqui,M,1650000.0,1732500.0
LA Galaxy,Coulibaly,Séga,D,480000.0,517000.0
LA Galaxy,Boyd,Tyler,F,275000.0,350000.0
LA Galaxy,Rosell,Uri,D,500000.0,500000.0
LAFC,Long,Aaron,D,1199772.0,1243056.0
LAFC,Romero,Abraham,G,85444.0,85444.0
LAFC,Vela,Carlos,F,3000000.0,3337500.0
LAFC,Torres,Christian,F,112500.0,123165.0
LAFC,Crisostomo,Danny,D,85444.0,85444.0
LAFC,Maldonado,Denil,D,355000.0,386167.0
LAFC,Bouanga,Denis,F,2083333.0,2083333.0
LAFC,Palacios,Diego,D,540000.0,564000.0
LAFC,Jakupovic,Eldin,G,100000.0,112000.0
LAFC,Dueñas,Érik,D,125000.0,127000.0
LAFC,Ginella,Francisco,M,475000.0,516667.0
LAFC,Chiellini,Giorgio,D,1000000.0,1075000.0
LAFC,Sánchez,Ilie,D,1207500.0,1207500.0
LAFC,Murillo,Jesús,D,450000.0,509500.0
LAFC,McCarthy,John,G,115000.0,121667.0
LAFC,Cifuentes,José,M,467875.0,511750.0
LAFC,Gaines,Julian,D,104004.0,107337.0
LAFC,Acosta,Kellyn,D,1250000.0,1365000.0
LAFC,Opoku,Kwadwo,F,216000.0,257288.0
LAFC,Mbacke,Mamadou,D,149000.0,161750.0
LAFC,Bogusz,Mateusz,M,650000.0,650000.0
LAFC,Crépeau,Maxime,G,350000.0,377500.0
LAFC,Traore,Mohamed,D,125000.0,125000.0
LAFC,Ordaz,Nathan,F,85444.0,87944.0
LAFC,Hollingshead,Ryan,D,515000.0,515000.0
LAFC,Palencia,Sergi,D,225000.0,432500.0
LAFC,Biuk,Stipe,F,650000.0,650000.0
LAFC,Tillman,Timothy,M,500000.0,537500.0
LAFC,Leone,Tony,D,125000.0,127000.0
Major League Soccer,Gloster,Chris,D,250000.0,260000.0
Major League Soccer,Toure,Dantouma,F,85444.0,100062.0
Major League Soccer,Dwyer,Dom,F,85444.0,85444.0
Major League Soccer,Vermeer,Kenneth,G,387334.0,387334.0
Minnesota United,Dibassy,Bakaye,D,600000.0,661250.0
Minnesota United,Hlongwane,Bongokuhle,F,560000.0,610000.0
Minnesota United,Kallman,Brent,D,160000.0,168000.0
Minnesota United,Dunbar,Cameron,F,165000.0,181750.0
Minnesota United,Irwin,Clint,G,190000.0,203533.0
Minnesota United,Taylor,D.J.,D,98261.0,98261.0
Minnesota United,St. Clair,Dayne,G,410000.0,431875.0
Minnesota United,Padelford,Devin,D,67360.0,74360.0
Minnesota United,Henry,Doneil,D,412500.0,430500.0
Minnesota United,Reynoso,Emanuel,M,1600000.0,2151200.0
Minnesota United,Dick,Eric,G,85444.0,85444.0
Minnesota United,Fragapane,Franco,F,260000.0,267500.0
Minnesota United,Emmings,Fred,G,85444.0,91444.0
Minnesota United,Dotson,Hassani,M,450000.0,507500.0
Minnesota United,Rosales,Joseph,M,85444.0,85444.0
Minnesota United,Lawrence,Kemar,D,500012.0,595012.0
Minnesota United,Arriaga,Kervin,D,170000.0,189667.0
Minnesota United,Amarilla,Luis,F,675000.0,810000.0
Minnesota United,García,Mender,F,350000.0,372313.0
Minnesota United,Boxall,Michael,D,650000.0,703097.0
Minnesota United,Tapias,Miguel,D,500012.0,586887.0
Minnesota United,Marqués,Mikael,D,100000.0,116250.0
Minnesota United,Weah,Patrick,F,85444.0,98736.0
Minnesota United,Lod,Robin,M,900000.0,1039375.0
Minnesota United,Jiba,Ryen,D,67360.0,67360.0
Minnesota United,Jeong,Sang-bin,F,548000.0,654708.0
Minnesota United,Oluwaseyi,Tani,F,68775.0,68775.0
Minnesota United,Trapp,Wil,D,850000.0,850000.0
Minnesota United,Valentin,Zarek,D,85444.0,85444.0
Montreal,Herrera,Aarón,D,725000.0,820220.0
Montreal,Hamdi,Ahmed,M,500000.0,597500.0
Montreal,Lassiter,Ariel,F,220000.0,240280.0
Montreal,Duke,Bryce,M,150000.0,150000.0
Montreal,Offor,Chinonso,F,200000.0,257875.0
Montreal,Corbo,Gabriele,D,216350.0,216350.0
Montreal,Campbell,George,D,325000.0,365625.0
Montreal,Iliadis,Ilias,D,85444.0,92319.0
Montreal,Pantemis,James,G,144996.0,163996.0
Montreal,Assi,Jean-Aniel,F,85444.0,131759.0
Montreal,Kwizera,Jojea,M,68775.0,68775.0
Montreal,Sirois,Jonathan,G,85444.0,89780.0
Montreal,Vilsaint,Jules-Anthony,F,85444.0,92319.0
Montreal,Lappalainen,Lassi,F,630000.0,660000.0
Montreal,Ketterer,Logan,G,88200.0,88200.0
Montreal,Toye,Mason,F,550000.0,608000.0
Montreal,Choinière,Mathieu,M,250000.0,276667.0
Montreal,Miljevic,Matko,F,545455.0,593364.0
Montreal,Saliba,Nathan-Dylan,M,67360.0,79169.0
Montreal,Jabang,Ousman,M,67360.0,67360.0
Montreal,Zouhir,Rida,M,85444.0,92340.0
Montreal,Thorkelsson,Róbert Orri,D,175000.0,198500.0
Montreal,Quioto,Romell,F,950000.0,1035000.0
Montreal,Camacho,Rudy,D,500000.0,554000.0
Montreal,Piette,Samuel,D,397375.0,469563.0
Montreal,Rea,Sean,M,85444.0,92340.0
Montreal,Ibrahim,Sunusi,F,200000.0,291250.0
Montreal,Wanyama,Victor,D,1440000.0,1800000.0
Montreal,Brault-Guillard,Zachary,D,275000.0,319375.0
Nashville SC,Longmire,Ahmed,D,67360.0,67360.0
Nashville SC,Muyl,Alex,F,500000.0,500000.0
Nashville SC,Godoy,Aníbal,D,750000.0,821250.0
Nashville SC,Martino,Ben,G,67360.0,87610.0
Nashville SC,Lovitz,Daniel,D,551250.0,551250.0
Nashville SC,McCarty,Dax,M,275000.0,302500.0
Nashville SC,Panicco,Elliot,G,89716.0,89716.0
Nashville SC,Zubak,Ethan,F,195000.0,209000.0
Nashville SC,Picault,Fafà,F,650000.0,650000.0
Nashville SC,Mukhtar,Hany,M,2900000.0,3188750.0
Nashville SC,Shaffelburg,Jacob,F,150000.0,195000.0
